anio,provincia_id,categorias,sexo,grupo_edad,cantidad
2017,66,Enfermedades infecciosas y parasitarias ,femenino,0-14,9.0
2008,26,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2021,58,Enfermedades infecciosas y parasitarias ,femenino,0-14,1.0
2008,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,12.0
2008,46,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2021,54,Enfermedades infecciosas y parasitarias ,femenino,0-14,6.0
2010,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,13.0
2007,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,13.0
2005,10,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2016,78,Enfermedades infecciosas y parasitarias ,femenino,0-14,1.0
2009,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,5.0
2022,30,Enfermedades infecciosas y parasitarias ,masculino,0-14,6.0
2019,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2014,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2008,58,Enfermedades infecciosas y parasitarias ,masculino,0-14,1.0
2007,30,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2009,90,Enfermedades infecciosas y parasitarias ,masculino,0-14,5.0
2009,14,Enfermedades infecciosas y parasitarias ,femenino,0-14,10.0
2017,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,2.0
2019,10,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2015,38,Enfermedades infecciosas y parasitarias ,femenino,0-14,3.0
2021,54,Enfermedades infecciosas y parasitarias ,femenino,15-34,4.0
2007,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,153.0
2018,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,91.0
2012,6,Enfermedades infecciosas y parasitarias ,masculino,15-34,191.0
2012,38,Enfermedades infecciosas y parasitarias ,masculino,15-34,14.0
2005,62,Enfermedades infecciosas y parasitarias ,masculino,15-34,3.0
2009,38,Enfermedades infecciosas y parasitarias ,femenino,15-34,7.0
2022,86,Enfermedades infecciosas y parasitarias ,femenino,15-34,8.0
2009,54,Enfermedades infecciosas y parasitarias ,masculino,35-54,33.0
2020,22,Enfermedades infecciosas y parasitarias ,femenino,55-74,51.0
2014,22,Enfermedades infecciosas y parasitarias ,femenino,55-74,56.0
2011,14,Enfermedades infecciosas y parasitarias ,femenino,55-74,74.0
2021,90,Enfermedades infecciosas y parasitarias ,femenino,55-74,132.0
2006,18,Enfermedades infecciosas y parasitarias ,masculino,55-74,47.0
2016,34,Enfermedades infecciosas y parasitarias ,masculino,55-74,23.0
2009,90,Enfermedades infecciosas y parasitarias ,femenino,55-74,38.0
2014,50,Enfermedades infecciosas y parasitarias ,femenino,55-74,37.0
2010,30,Enfermedades infecciosas y parasitarias ,masculino,55-74,64.0
2010,14,Enfermedades infecciosas y parasitarias ,masculino,55-74,122.0
2015,22,Enfermedades infecciosas y parasitarias ,masculino,55-74,75.0
2009,50,Enfermedades infecciosas y parasitarias ,femenino,55-74,25.0
2010,46,Enfermedades infecciosas y parasitarias ,masculino,55-74,28.0
2020,82,Enfermedades infecciosas y parasitarias ,masculino,55-74,217.0
2012,50,Enfermedades infecciosas y parasitarias ,masculino,55-74,38.0
2009,34,Enfermedades infecciosas y parasitarias ,masculino,55-74,50.0
2012,70,Enfermedades infecciosas y parasitarias ,masculino,55-74,18.0
2021,38,Enfermedades infecciosas y parasitarias ,masculino,55-74,85.0
2006,14,Enfermedades infecciosas y parasitarias ,masculino,55-74,144.0
2014,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,30.0
2007,54,Enfermedades infecciosas y parasitarias ,desconocido,55-74,1.0
2018,99,Enfermedades infecciosas y parasitarias ,masculino,Sin Información,13.0
2018,6,Enfermedades infecciosas y parasitarias ,femenino,Sin Información,39.0
2015,6,Enfermedades infecciosas y parasitarias ,femenino,Sin Información,24.0
2015,2,Enfermedades infecciosas y parasitarias ,femenino,Sin Información,1.0
2005,50,Enfermedades infecciosas y parasitarias ,masculino,55-74,34.0
2016,10,Enfermedades infecciosas y parasitarias ,femenino,55-74,22.0
2019,6,Enfermedades infecciosas y parasitarias ,desconocido,55-74,10.0
2012,34,Enfermedades infecciosas y parasitarias ,femenino,55-74,22.0
2013,86,Enfermedades infecciosas y parasitarias ,femenino,55-74,45.0
2022,86,Enfermedades infecciosas y parasitarias ,femenino,55-74,60.0
2006,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,48.0
2017,2,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2013,82,Enfermedades infecciosas y parasitarias ,femenino,55-74,123.0
2017,30,Enfermedades infecciosas y parasitarias ,femenino,55-74,34.0
2018,30,Enfermedades infecciosas y parasitarias ,masculino,55-74,57.0
2005,62,Enfermedades infecciosas y parasitarias ,masculino,55-74,21.0
2009,14,Enfermedades infecciosas y parasitarias ,masculino,55-74,112.0
2009,54,Enfermedades infecciosas y parasitarias ,femenino,55-74,43.0
2007,58,Enfermedades infecciosas y parasitarias ,femenino,55-74,9.0
2021,62,Enfermedades infecciosas y parasitarias ,masculino,55-74,41.0
2006,2,Enfermedades infecciosas y parasitarias ,femenino,55-74,218.0
2017,82,Enfermedades infecciosas y parasitarias ,masculino,15-34,23.0
2008,26,Enfermedades infecciosas y parasitarias ,femenino,55-74,14.0
2019,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,17.0
2011,10,Enfermedades infecciosas y parasitarias ,femenino,55-74,22.0
2009,62,Enfermedades infecciosas y parasitarias ,femenino,55-74,21.0
2005,18,Enfermedades infecciosas y parasitarias ,femenino,55-74,31.0
2008,10,Enfermedades infecciosas y parasitarias ,masculino,35-54,6.0
2007,82,Enfermedades infecciosas y parasitarias ,femenino,35-54,43.0
2006,22,Enfermedades infecciosas y parasitarias ,femenino,35-54,23.0
2016,6,Enfermedades infecciosas y parasitarias ,femenino,35-54,313.0
2015,86,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2006,90,Enfermedades infecciosas y parasitarias ,masculino,35-54,29.0
2011,6,Enfermedades infecciosas y parasitarias ,femenino,35-54,333.0
2011,2,Enfermedades infecciosas y parasitarias ,femenino,35-54,32.0
2010,86,Enfermedades infecciosas y parasitarias ,femenino,35-54,20.0
2018,42,Enfermedades infecciosas y parasitarias ,masculino,35-54,2.0
2020,38,Enfermedades infecciosas y parasitarias ,masculino,35-54,37.0
2011,34,Enfermedades infecciosas y parasitarias ,masculino,35-54,22.0
2010,66,Enfermedades infecciosas y parasitarias ,femenino,55-74,54.0
2018,54,Enfermedades infecciosas y parasitarias ,masculino,35-54,24.0
2015,26,Enfermedades infecciosas y parasitarias ,femenino,35-54,5.0
2019,50,Enfermedades infecciosas y parasitarias ,masculino,35-54,33.0
2007,38,Enfermedades infecciosas y parasitarias ,masculino,35-54,36.0
2021,2,Enfermedades infecciosas y parasitarias ,masculino,35-54,93.0
2022,18,Enfermedades infecciosas y parasitarias ,femenino,55-74,30.0
2010,70,Enfermedades infecciosas y parasitarias ,masculino,55-74,13.0
2005,62,Enfermedades infecciosas y parasitarias ,masculino,35-54,8.0
2014,6,Enfermedades infecciosas y parasitarias ,masculino,35-54,644.0
2006,38,Enfermedades infecciosas y parasitarias ,masculino,35-54,31.0
2018,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,22.0
2015,58,Enfermedades infecciosas y parasitarias ,masculino,55-74,18.0
2005,50,Enfermedades infecciosas y parasitarias ,femenino,35-54,14.0
2017,58,Enfermedades infecciosas y parasitarias ,masculino,55-74,20.0
2016,82,Enfermedades infecciosas y parasitarias ,femenino,35-54,52.0
2005,14,Enfermedades infecciosas y parasitarias ,masculino,35-54,65.0
2019,54,Enfermedades infecciosas y parasitarias ,masculino,35-54,21.0
2013,14,Enfermedades infecciosas y parasitarias ,masculino,35-54,55.0
2008,14,Enfermedades infecciosas y parasitarias ,masculino,35-54,57.0
2015,58,Enfermedades infecciosas y parasitarias ,femenino,55-74,10.0
2005,6,Enfermedades infecciosas y parasitarias ,femenino,35-54,294.0
2006,70,Enfermedades infecciosas y parasitarias ,femenino,55-74,21.0
2015,18,Enfermedades infecciosas y parasitarias ,masculino,55-74,45.0
2017,90,Enfermedades infecciosas y parasitarias ,femenino,35-54,24.0
2015,14,Enfermedades infecciosas y parasitarias ,femenino,35-54,28.0
2013,62,Enfermedades infecciosas y parasitarias ,masculino,35-54,13.0
2006,70,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2011,38,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2013,82,Enfermedades infecciosas y parasitarias ,femenino,0-14,14.0
2006,18,Enfermedades infecciosas y parasitarias ,masculino,0-14,10.0
2010,30,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2009,86,Enfermedades infecciosas y parasitarias ,masculino,0-14,12.0
2013,2,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2008,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2020,6,Enfermedades infecciosas y parasitarias ,femenino,0-14,32.0
2012,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2010,26,Enfermedades infecciosas y parasitarias ,femenino,0-14,1.0
2010,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,1.0
2014,82,Enfermedades infecciosas y parasitarias ,femenino,0-14,13.0
2007,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,11.0
2010,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2016,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,10.0
2012,2,Enfermedades infecciosas y parasitarias ,femenino,0-14,3.0
2007,54,Enfermedades infecciosas y parasitarias ,femenino,0-14,18.0
2006,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,5.0
2011,46,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2008,2,Enfermedades infecciosas y parasitarias ,femenino,0-14,7.0
2005,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,7.0
2012,22,Enfermedades infecciosas y parasitarias ,masculino,0-14,16.0
2007,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,11.0
2014,78,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2009,50,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2021,26,Enfermedades infecciosas y parasitarias ,femenino,15-34,6.0
2022,34,Enfermedades infecciosas y parasitarias ,femenino,15-34,8.0
2020,26,Enfermedades infecciosas y parasitarias ,femenino,15-34,2.0
2017,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,17.0
2014,94,Enfermedades infecciosas y parasitarias ,masculino,15-34,1.0
2018,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,15.0
2021,26,Enfermedades infecciosas y parasitarias ,femenino,35-54,8.0
2013,58,Enfermedades infecciosas y parasitarias ,femenino,55-74,6.0
2012,94,Enfermedades infecciosas y parasitarias ,masculino,55-74,3.0
2011,22,Enfermedades infecciosas y parasitarias ,masculino,55-74,75.0
2019,26,Enfermedades infecciosas y parasitarias ,masculino,55-74,26.0
2020,58,Enfermedades infecciosas y parasitarias ,masculino,55-74,15.0
2005,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,2.0
2007,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,4.0
2007,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,6.0
2013,62,Enfermedades infecciosas y parasitarias ,masculino,55-74,41.0
2022,26,Enfermedades infecciosas y parasitarias ,masculino,55-74,40.0
2012,94,Enfermedades infecciosas y parasitarias ,femenino,55-74,4.0
2013,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,24.0
2021,26,Enfermedades infecciosas y parasitarias ,masculino,15-34,6.0
2010,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,17.0
2021,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,20.0
2006,82,Enfermedades infecciosas y parasitarias ,femenino,0-14,14.0
2017,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,25.0
2019,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,104.0
2008,58,Enfermedades infecciosas y parasitarias ,masculino,55-74,11.0
2020,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,10.0
2013,94,Enfermedades infecciosas y parasitarias ,masculino,55-74,3.0
2018,26,Enfermedades infecciosas y parasitarias ,femenino,35-54,10.0
2006,66,Enfermedades infecciosas y parasitarias ,masculino,35-54,43.0
2021,62,Enfermedades infecciosas y parasitarias ,masculino,35-54,15.0
2014,50,Enfermedades infecciosas y parasitarias ,masculino,35-54,25.0
2005,26,Enfermedades infecciosas y parasitarias ,femenino,35-54,5.0
2014,6,Enfermedades infecciosas y parasitarias ,masculino,15-34,190.0
2013,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,15.0
2012,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,30.0
2005,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,138.0
2014,82,Enfermedades infecciosas y parasitarias ,masculino,15-34,28.0
2022,22,Enfermedades infecciosas y parasitarias ,masculino,15-34,15.0
2007,82,Enfermedades infecciosas y parasitarias ,masculino,15-34,33.0
2018,18,Enfermedades infecciosas y parasitarias ,masculino,15-34,12.0
2016,34,Enfermedades infecciosas y parasitarias ,femenino,15-34,4.0
2018,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,23.0
2014,82,Enfermedades infecciosas y parasitarias ,femenino,15-34,16.0
2010,50,Enfermedades infecciosas y parasitarias ,masculino,15-34,9.0
2007,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,46.0
2006,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,47.0
2006,50,Enfermedades infecciosas y parasitarias ,femenino,15-34,5.0
2008,34,Enfermedades infecciosas y parasitarias ,masculino,15-34,10.0
2010,18,Enfermedades infecciosas y parasitarias ,femenino,15-34,9.0
2008,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,36.0
2013,34,Enfermedades infecciosas y parasitarias ,masculino,15-34,10.0
2010,54,Enfermedades infecciosas y parasitarias ,masculino,15-34,18.0
2015,86,Enfermedades infecciosas y parasitarias ,femenino,15-34,5.0
2012,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,11.0
2013,50,Enfermedades infecciosas y parasitarias ,femenino,15-34,4.0
2014,54,Enfermedades infecciosas y parasitarias ,femenino,15-34,10.0
2014,22,Enfermedades infecciosas y parasitarias ,femenino,15-34,5.0
2021,34,Enfermedades infecciosas y parasitarias ,femenino,15-34,7.0
2012,22,Enfermedades infecciosas y parasitarias ,masculino,15-34,15.0
2011,30,Enfermedades infecciosas y parasitarias ,masculino,15-34,13.0
2009,99,Enfermedades infecciosas y parasitarias ,femenino,15-34,3.0
2015,26,Enfermedades infecciosas y parasitarias ,masculino,15-34,9.0
2015,82,Enfermedades infecciosas y parasitarias ,masculino,15-34,26.0
2021,50,Enfermedades infecciosas y parasitarias ,masculino,15-34,8.0
2005,90,Enfermedades infecciosas y parasitarias ,masculino,15-34,18.0
2019,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,27.0
2010,99,Enfermedades infecciosas y parasitarias ,masculino,15-34,12.0
2015,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,14.0
2021,6,Enfermedades infecciosas y parasitarias ,masculino,15-34,157.0
2020,14,Enfermedades infecciosas y parasitarias ,femenino,15-34,11.0
2015,34,Enfermedades infecciosas y parasitarias ,masculino,15-34,9.0
2015,22,Enfermedades infecciosas y parasitarias ,femenino,15-34,8.0
2007,30,Enfermedades infecciosas y parasitarias ,masculino,15-34,6.0
2011,22,Enfermedades infecciosas y parasitarias ,masculino,15-34,8.0
2016,82,Enfermedades infecciosas y parasitarias ,femenino,15-34,19.0
2006,18,Enfermedades infecciosas y parasitarias ,femenino,15-34,8.0
2006,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,26.0
2018,22,Enfermedades infecciosas y parasitarias ,masculino,15-34,15.0
2005,18,Enfermedades infecciosas y parasitarias ,masculino,15-34,15.0
2009,38,Enfermedades infecciosas y parasitarias ,masculino,15-34,11.0
2005,54,Enfermedades infecciosas y parasitarias ,masculino,15-34,13.0
2006,38,Enfermedades infecciosas y parasitarias ,masculino,15-34,11.0
2008,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,120.0
2009,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,33.0
2009,78,Enfermedades infecciosas y parasitarias ,masculino,15-34,1.0
2011,2,Enfermedades infecciosas y parasitarias ,femenino,15-34,15.0
2014,90,Enfermedades infecciosas y parasitarias ,masculino,15-34,17.0
2010,86,Enfermedades infecciosas y parasitarias ,masculino,15-34,7.0
2011,18,Enfermedades infecciosas y parasitarias ,masculino,15-34,19.0
2020,54,Enfermedades infecciosas y parasitarias ,masculino,15-34,11.0
2022,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,110.0
2016,6,Enfermedades infecciosas y parasitarias ,femenino,15-34,115.0
2006,14,Enfermedades infecciosas y parasitarias ,masculino,15-34,21.0
2013,14,Enfermedades infecciosas y parasitarias ,masculino,15-34,17.0
2017,34,Enfermedades infecciosas y parasitarias ,masculino,15-34,13.0
2022,6,Enfermedades infecciosas y parasitarias ,masculino,15-34,131.0
2011,18,Enfermedades infecciosas y parasitarias ,femenino,15-34,7.0
2012,34,Enfermedades infecciosas y parasitarias ,femenino,15-34,8.0
2014,66,Enfermedades infecciosas y parasitarias ,masculino,15-34,26.0
2015,66,Enfermedades infecciosas y parasitarias ,masculino,15-34,25.0
2021,38,Enfermedades infecciosas y parasitarias ,masculino,15-34,11.0
2021,14,Enfermedades infecciosas y parasitarias ,femenino,15-34,10.0
2013,34,Enfermedades infecciosas y parasitarias ,femenino,15-34,7.0
2010,38,Enfermedades infecciosas y parasitarias ,masculino,15-34,12.0
2005,22,Enfermedades infecciosas y parasitarias ,femenino,15-34,6.0
2011,82,Enfermedades infecciosas y parasitarias ,femenino,15-34,14.0
2020,18,Enfermedades infecciosas y parasitarias ,masculino,15-34,11.0
2022,26,Enfermedades infecciosas y parasitarias ,masculino,15-34,6.0
2008,18,Enfermedades infecciosas y parasitarias ,femenino,15-34,9.0
2016,22,Enfermedades infecciosas y parasitarias ,femenino,15-34,10.0
2014,34,Enfermedades infecciosas y parasitarias ,femenino,15-34,5.0
2017,86,Enfermedades infecciosas y parasitarias ,femenino,15-34,9.0
2018,99,Enfermedades infecciosas y parasitarias ,masculino,15-34,7.0
2009,90,Enfermedades infecciosas y parasitarias ,femenino,15-34,8.0
2022,90,Enfermedades infecciosas y parasitarias ,masculino,15-34,23.0
2007,82,Enfermedades infecciosas y parasitarias ,femenino,15-34,10.0
2020,38,Enfermedades infecciosas y parasitarias ,masculino,15-34,13.0
2016,66,Enfermedades infecciosas y parasitarias ,masculino,15-34,36.0
2021,90,Enfermedades infecciosas y parasitarias ,femenino,15-34,11.0
2015,2,Enfermedades infecciosas y parasitarias ,masculino,15-34,37.0
2021,6,Enfermedades infecciosas y parasitarias ,desconocido,15-34,7.0
2016,30,Enfermedades infecciosas y parasitarias ,masculino,15-34,10.0
